key	lnum	page	text
JF	639	0603	(639) “JF vayohAnO” (IX -kryAdiH -1494. aka . sew . para .) pvAdiH, lvAdiSca . ‘jF vayohAnO’ (618) ityasya pAWaBedo'yam . JArakaH-rikA, JArakaH-rikA , jiJarIzakaH-jiJarizakaH-jiJIrzakaH-zikA, jeJirakaH-rikA; ityAdIni sarvARyapi rUpARi krEyAdikajfRAtivat (618) jYeyAni .
JFz	640	0603	(640) “JFz vayohAnO” (IV -divAdiH -1131. aka . sew . para .) JArakaH-rikA, JArakaH-rikA, jiJarIzakaH-jiJarizakaH-jiJIrzakaH-rzikA , jeJirakaH-rikA ; D aJIrRam, ityAdIni rUpARi dEvAdikajIryativat (620) ( ‘jFz’ iti DAtusvarUpopAdAnena vihitAni kAryARi vinA) jYeyAni . jIryatermittvARRO mitAM hrasvo Bavati, asya tu neti viSezaH . [Page0604+ 27] D. ‘dehi praBoH prEzya susohanAya me jIrRAMSukAyaH tvamaJIrRamaMSukam ..’ DA . kA . 2. 57.
waki	641	0604	(641) “waki banDane” (X -curAdiH -1639. saka . sew . uBa .) waNkakaH-NkikA, wiwaNkayizakaH-zikA , 1 waNkakaH-NkikA, wiwaNkizakaH-zikA , wAwaNkakaH-NkikA ; 2 viwaNkaH , A 3 waNkaH, ityAdIni sarvARyapi rUpARi cOrAdi - kacampayativat (499) jYeyAni . 1. iditkaraRARRico vikalpaH . tena RijaBAvapakze krameRa SudDAt sannantAt yaNantAcca rUpARi . 2. vIn = pakziRaH waNkayati = baDnAtIti viwaNkaH = kapotapAlikA . ‘karmaRyaR’ (3-2-1) ityaR . ‘kapotapAlikAyAM tu viwaNkaM punnapuMsakam .’ ityamaraH . A. ‘sODe viwaNkajuzi paSyati DUsito'yaM rAjArikIwabalacUrRanayA'tipUjyaH .’ DA . kA . 3. 27. 3. waNkayantyaneneti waNkaH = AyuDaviSezaH . saMjYAyAM GaH .
wala	642	0604	(642) “wala vEklabye” (I -BvAdiH -834. aka . sew . para . jvalAdiH . ) ‘—vEplavye’, viplava eva vEplavyam’ iti kzIrasvAmI . ‘vEkalye’ iti DAtukAvye (2-21) . wAlakaH-likA, wAlakaH-likA, wiwalizakaH-zikA, wAwalakaH-likA ; B wAlaH-walaH, ityAdIni sarvARyapi rUpARi BOvAdikacalaDAtuvat (510) jYeyAni . GawAdikAryaM tu nAsya BavatIti viSezaH . B. ‘jvAlena tApena calA jaqANgIrawAlaSokawvalitapratApAH ..’ DA . kA . 2. 21.
wikf	643	0604	(643) “wikf gatO” (I -BvAdiH -103. saka . sew . Atma .) wekakaH-kikA, wekakaH-kikA, wiwekizakaH-wiwikizakaH-zikA , wewikakaH-kikA; ityAdIni sarbARyapi rUpARi BOvAdikakiwaGAtuvat (190) jYeyAni . asya GAtorAtmanepaditvAt wekamAnaH, iti SAnaci rUpamiti tasmAdasya viSezaH .
wIkf	644	0604	(644) “wIkf gatO” (I -BvAdiH -104. saka . sew . Atma .) wIkakaH-kikA, wIkakaH-kikA, wiwIkizakaH-zikA, wewIkakaH-kikA , 4 wIkA ; ityAdIni sarvARyapi rUpARi BOvAdikacIBativat (530) jYeyAni . 4. ‘guroSca halaH’ (3-3-103) iti striyAmakArapratyayaH . wIkA = vyAKyA .
wvala	645	0604	(645) “wvala vEklabye” (I -BvAdiH -835. aka . sew . para .) jvalAdiH . wvAlakaH-likA, wvAlakaH-likA, wiwvalizakaH-zikA, wAwvalakaH-likA ; [Page0605+ 24] A wvalitaH, ityAdIni sarvARyapi rUpARi BOvAdikacalativat (510) jYeyAni . A. ‘jvAlena tApena calA jaqANgIrawAlaSokawvalitapratApAH ..’ DA . kA . 2. 21.
qapa	646	0605	(646) “qapa saNGAte” (X -curAdiH -1677. aka . sew . Atma . AkusmIyaH ) qApakaH-pikA, qiqApayizakaH-zikA, qApayamAnaH, ityAdIni sarvARyapi rUpARi cOrAdikagAlayativat (388) jYeyAni . B saMqApitaH . B. ‘saMqApitaH sadasi qepitavfzRivIre BojendratantraRavinindyamamantratEvam ..’ DA . kA . 3. 33.
qipa	647	0605	(647) “qipa kzepe” (IV -divAdiH -1232. saka . sew . para .) ‘saNGAte qepayeteti, kzepe qipati qipyati .’ ( Slo 0 134) iti devaH . C qepakaH-pikA, qepakaH-pikA, qiqepizakaH-qiqipizakaH-zikA, qeqipakaH-pikA ; ityAdIni sarvARyapi rUpARi dEvAdikakupyativat (224) jYeyAni . C. ‘ruzyadrizyadarAtiqepaka viBo kopAdigopo na te kiYcAyopyaviropilopaka na vA loBAdisaMkzoBitA .’ DA . kA . 2. 67.
qipa	648	0605	(648) “qipa kzepe” (VI -tudAdiH -1371. saka . sew . para . kuwAdiH . ) qepakaH-pikA, qepakaH-pikA, qiqipizakaH-zikA, qeqipakaH-pikA ; D qipan-ntI-tI, qipitvA, ityAdIni sarvARyapi rUpARi tOdAdikakuwativat (204) jYeyAni . D. ‘tato'tikuwilASayEH prapuwitEH kucajjIvitE - rgujadBirapi sEnikEH suguqitAM qipadBirjanAn .’ DA . kA . 2-80.
qipa	649	0605	(649) “qipa kzepe” (X -curAdiH -1672. saka . sew . uBa .) ‘qepayediti catvAri Rici Se Syani RO qipeH ..’ ( Slo . 134) iti devaH . qepakaH-pikA, qiqepayizakaH-zikA; qepayitA-trI, qiqepayizitA-trI ; qepayan-ntI, qiqepayizan-ntI; qepayizyan-ntI-tI, qiqepayizizyan-ntI-tI ; qepayamAnaH, qiqepayizamARaH; qepayizyamARaH, qiqepayizizyamARaH; qep - qepO-qepaH; qepitam-taH, qiqepayizitaH-tavAn; qepaH , 1 pratimallaqepI , E [Page0606+ 27] qiqepayizuH; qepayitavyam, qiqepayizitavyam; qepanIyam, qiqepayizaRIyam ; qepyam, qiqepayizyam; IzaqqepaH-durqepaH-suqepaH; qepyamAnaH, qiqepayizyamARaH ; qepaH, qiqepayizaH; qepayitum, qiqepayizitum; qepanA, qiqepayizA ; qepanam, qiqepayizaRam; qepayitvA, qiqepayizitvA; praqepya, praqiqepayizya ; qepam 2, qepayitvA 2, qiqepayizam 2 ; qiqepayizitvA 2. 1. ‘supyajAtO—’ (3-2-78) iti tAcCIlye RiniH . E. ‘itTaM vadatyasurajAsini piRqitAyaH - sTemA'Ta rozitamatiH pratimallaqepI .’ DA . kA . 3-32.
qipa	650	0606	(650) “qipa saNGAte” (X -curAdiH -1678. aka . sew . Atma .) AkusmIyaH . [a] ‘saNGAte qepayeteti, kzepe qipati qipyati . qepayediti catvAri Rici Se Syani RO qipeH ..’ ( Slo . 134) iti devaH . qepakaH-pikA, qiqepayizakaH-zikA, qepayamAnaH, qepitaH , A ityAdIni sarvARyapi rUpARi cOrAdikaqepayativat (649) jYeyAni . asya DAtorA - kusmIyatvAt ‘AkusmAdAtmanepadinaH’ (ga . sU . curAdO) iti Atmanepada - meva . tena SatrAdeSazawitAni rUpARyasya DAtorneti tasmAdasya viSezaH . [a] “qabi qibi’ iti candraH . viqambayati . AqambaraH . qimbayati . qimbam = SastrakalahaH .” iti kzIrasvAmI . pradarSitaprayogAnusAreRa qabi - qibiDAtvorapi pAWaH samIcIna iti pratiBAti . A. ‘saMqApitaH sadasi qepitavfzRivIre BojendratantraRavinindyamamantratEvam ..’ DA . kA . 3-33.
qIN	651	0606	(651) “qIN vihAyasA gatO” (I -BvAdiH -968 -aka . sew . Atma .) [a] ‘vihAyasAM gatO qINo qayate qIyate pade ..’ ( Slo . 20) iti devaH . 1 qAyakaH-yikA, qAyakaH-yikA , 2 qiqayizakaH-zikA, qeqIyakaH-yikA ; qayitA-trI, qAyayitA-trI, qiqayizitA-trI, qeqIyitA-trI ; — qAyayan-ntI, qAyayizyan-ntI-tI; — - - [Page0607+ 24] qayamAnaH, qAyayamAnaH, qiqayizamARaH, qeqIyamAnaH ; qayizyamARaH, qAyayizyamARaH, qiqayizizyamARaH, qeqIyizyamARaH ; uqqIH - 1 uqqyO-uqqyaH; — - - 2 qayitaH-qiyitaH-tam, qAyitaH, qiqayizitaH, qeqIyitaH-tavAn ; qayaH, qAyaH, qiqayizuH , 3 qeqyaH ; qayitavyam, qAyayitavyam, qiqayizitavyam, qeqIyitavyam ; qayanIyam, qAyanIyam, qiqayizaRIyam, qeqIyanIyam ; qeyam, qAyyam, qiqayizyam, qeqIyyam ; IzaqqayaH-durqayaH-suqayaH; — — - - qIyamAnaH, qAyyamAnaH, qiqayizyamARaH, qeqIyyamAnaH ; 4 qayaH, qAyaH, qiqayizaH, qeqIyaH ; qayitum, qAyayitum, qiqayizitum, qeqIyitum ; 5 qItiH A suqItiH, qAyanA, qiqayizA, qeqIyA ; qayanam, qAyanam, qiqayizaRam, qeqIyanam ; qayitvA, qAyayitvA, qiqayizitvA, qeqIyitvA ; uqqIya, uqqAyya, uqqiqayizya, uqqeqIyya ; qAyam 2, qayitvA 2, qAyam 2, qAyayitvA 2, qiqayizam 2, qiqayizitvA 2, qeqIyam 2 ; qeqIyitvA 2. [Page0608+ 28] [A] ‘vihAyasAM gatO’ iti devasammataM pAWamanUdya, ‘vihAyasAM = vihagAnAm’ iti puruzakAre vyAKyAtam . ‘AkASagatO’ iti, ‘vihAyasi gatO’ iti ca kecidarTaM varRayanti . 1. ‘aco YRiti’ (7-2-115) iti vfdDO, AyAdeSaH . 2. asya DAtorudAttatvAt sana iqAgamo Bavati . uttaraKaRqe guRAyAdeSO . evaM sannante sarvatra jYeyam . 1. kvipi, dvivacane, ‘eranekAcaH—’ (6-4-82) iti yaRAdeSaH . 2. ‘nizWA SIN—’ (1-2-19) ityatra ‘nizWA’ iti yogaviBAgamaByupagamya , anyatrApi kvacit sewo nizWAyAH kittvanizeDAt guRAyAdeSayoH satoH qayitaH - qayitavAn iti rUpaM pArAyaRikAH sADayanti . yogaviBAgAnaByupagame , ‘aci SnuDAtu—’ (6-4-77) itIyANAdeSe qiyitaH-qiyitavAn iti rUpamiti kecidvarRayanti . 3. yaNantAt pacAdyaci, yaNo luki, ‘eranekAcaH—’ (6-4-82) iti yaRAdeSaH . 4. ‘erac’ (3-3-56) iti BAve GaYapavAdo'cpratyayaH . 5. ‘titutra—’ (7-2-9) itIRRizeDaH . A. ‘pUtAKilaM mUtabaliM suqItO tArkzye sTitaM prApya tarAmi mAyAm ..’ DA . kA . 2. 37.
qIN	652	0608	(652) “qIN vihAyasA gatO” (IV -divAdiH -1135. aka . sew . Atma .) svAdiH . “vihAyasAM gatO qINo qayate qIyate pade ..” ( Slo . 20) iti devaH . qAyakaH-yikA, qAyakaH-yikA, qiqayizakaH-zikA, qeqIyakaH-yikA ; qayitA-trI, qAyayitA-trI, qiqayizitA-trI, qeqIyitA-trI ; ityAdIni sarvARyapi rUpARi BOvAdikaqIN (651) DAtuvat boDyAni . asya divAdO pAWAt qIyamAnaH iti SAnaci Syan Bavati . nizWAyAm - A qInaH , qInavAn; iti rUpe BavataH . asya svAdizu pAWasAmarTyAt ‘svAdaya oditaH’ (ga . sU . divAdiH) iti odittvAtideSAt ‘oditaSca’ (8-2-45) iti nizWAnatvaM Bavati . asya DAtoH udAttatve'pi svAdizu pAWasAmarTyAt nizWAyAm iqaBAvo boDyaH . yadi iqAgamaH syAt tena vyavaDAnAnnatvaM na Bavet . tataSca svAdipAWo viPalaH syAt . A. ‘kiM sUyase giramadUna nitAntadInA - muqqInakAkasama BUpatiDInametat .’ DA . kA . 2. 58.
QOkf	653	0608	(653) “QOkf gatO” (I -BvAdiH -98. saka . sew . Atma .) QOkakaH-kikA, QOkakaH-kikA , 1 quQOkizakaH-zikA , 2 qoQOkakaH-kikA ; QOkitA-trI, QOkayitA-trI, quQOkizitA-trI, qoQOkitA-trI ; — QOkayan-ntI, QOkayizyan-ntI-tI; - - QOkamAnaH, QOkayamAnaH, quQOkizamARaH, qoQOkyamAnaH ; QOkizyamARaH, QOkayizyamARaH, quQOkizizyamARaH, qoQOkizyamARaH ; QOk-QOg-QOkO-QOkaH; — — - - QOkitam-taH, QOkitaH, quQOkizitaH, qoQOkitaH-tavAn ; QOkaH , 3 QOkanaH, QOkaH, quQOkizuH, qoQOkaH ; [Page0609+ 23] QOkitavyam, QOkayitavyam, quQOkizitavyam, qoQOkitavyam ; QOkanIyam, QOkanIyam, quQOkizaRIyam, qoQOkanIyam ; QOkyam, QOkyam, quQOkizyam, qoQOkyam ; IzaqQOkaH-durQOkaH-suQOkaH; — - - QOkyamAnaH, QOkyamAnaH, quQOkizyamARaH, qoQOkyamAnaH ; QOkaH, QOkaH, quQOkizaH, qoQOkaH ; QOkitum, QOkayitum, quQOkizitum, qoQOkitum ; QOkA, QOkanA, quQOkizA, qoQOkA ; QOkanam, QOkanam, quQOkizaRam, qoQOkanam , QOkitvA, QOkayitvA, quQOkizitvA, qoQOkitvA ; praQOkya, praQOkya, praquQOkizya, praqoQOkya ; QOkam 2, QOkitvA 2, QOkam 2, QOkayitvA 2, quQOkizam 2, quQOkizitvA 2, qoQOkam 2 ; qoQOkitvA 2. 1. sani dvitve, aByAsasya, ‘eca igGrasvAdeSe’ (1-1-48) ityanenAntaratamyA - dOkArasya ukArarUpaH hrasvaH . evaM sannante sarvatra jYeyam . 2. yaNantAt Rvuli, aByAsasya hrasve, ‘guRo yaNlukoH’ (7-4-82) iti guRaH . evaM yaNante sarvatra jYeyam . 3. ‘anudAttetaSca halAdeH’ (3-2-148) iti tAcCIliko yuc .
Rakza	654	0609	(654) “Rakza gatO” (I -BvAdiH -662. saka . sew . para .) 1 nakzakaH-kzikA, nakzakaH-kzikA, ninakzizakaH-zikA, nAnakzakaH-kzikA ; nakzitA-trI, nakzayitA-trI, ninakzizitA-trI, nAnakzitA-trI ; ityAdIni sarvARyapi rUpARi jakzativat (578) jYeyAni . Satrante—nakzan , 2 praRakzan, striyAM-nakzantI; iti rUpo'sya DAtorBavati . 1. ‘Ro naH’ (6-1-65) iti DAtvAderRakArasya nakAraH . evaM RopadeSaDAtuzu sarvatra jYeyam . 2. ‘upasargAdasamAse'pi RopadeSasya’ (8-4-14) iti RatvaM Bavati .
RaKa	655	0609	(655) “RaKa gatyarTaH” (I -BvAdiH -134. saka . sew . para .) nAKakaH-KikA, nAKakaH-KikA, ninaKizakaH-zikA, nAnaKakaH-KikA ; naKitA-trI, nAKayitA-trI, ninaKizitA-trI, nAnaKitA-trI ; A naKan-ntI, ityAdIni sarvARi rUpARi kaKa (141) DAtuvad boDyAni . A. ‘maKatkapotaM madamaNKibarhiRaM naKatpikaM naNKitaKaYjanotkaram .’ DA . kA . 1. 19.
RaKi	656	0609	(656) “RaKi gatyarTaH” (I -BvAdiH -135. saka . sew . para .) naNKakaH-NKikA, naNKakaH-NKikA, ninaNKizakaH-zikA, nAnaNKakaH-NKikA ; [Page0610+ 27] naNKitA-trI, naNKayitA-trI, ninaNKizitA-trI, nAnaNKitA-trI ; ityAdIni sarvARi rUpARi BOvAdikakaki (140) DAtuvat boDyAni . asya parasmEpaditvAt naNKan-ntI, naNKizyan-ntI-tI; ityAdIni rUpARyasya Satari Bavanti iti viSezaH .
Rawa	657	0610	(657) “Rawa nfttO” (I -BvAdiH -310. (781) aka . sew . para .) [a] GawAdiH . ‘nftO nawatyavaspande curAderRici nAwayet .’ ( Slo . 76) iti devaH . nAwakaH-wikA , 1 praRawakaH-pranAwakaH-wikA, ninawizakaH-zikA, nAnawakaH-wikA ; nawitA-trI, praRawayitA-pranAwayitA-trI, ninawizitA-trI, nAnawitA-trI ; nawan, ntI , 2 praRawayan-nawayan, pranAwayan-ntI, ninawizan-ntI; - - nawizyan-ntI-tI, praRawayizyan-pranAwayizyan-ntI-tI, ninawizizyan-ntI-tI ; vyatinawamAnaH, vyatinawizyamARaH, — nAnawyamAnaH, nAnawizyamARaH ; naw-naq-nawO-nawaH; — — - - nawitam-taH, nawitaH-nAwitaH, ninawizitaH, nAnawitaH-tavAn ; [Page0611+ 22] nawaH , 1 nawI, nawaH-nAwaH, ninawizuH, nAnawaH ; nawitavyam, nawayitavyam-nAwayitavyam, ninawizitavyam, nAnawitavyam ; nawanIyam, nawanIyam-nAwanIyam, ninawizaRIyam, nAnawanIyam ; nAwyam, nawyam, nAwyam, ninawizyam, nAnawyam ; IzannawaH - 2 durnawaH-sunawaH; — — - - nawyamAnaH, nawyamAnaH-nAwyamAnaH, ninawizyamARaH, nAnawyamAnaH ; nAwaH, nawaH-nAwaH, ninawizaH, nAnawaH ; nawitum, nawayitum-nAwayitum, ninawizitum, nAnawitum ; 3 nawwiH, nawanA-nAwanA, ninawizA, nAnawA ; nawanam, nawanam-nAwanam, ninawizaRam, nAnawanam ; nawitvA, nawayitvA-nAwayitvA, ninawizitvA, nAnawitvA ; praRawya , 4 praRawayya-pranAwya, ninawizya, nAnawya ; nawam 2, nawitvA 2, 5 nawam 2 -nAwam 2, nawayitvA 2 -nAwayitvA 2, ninawizam 2, ninawizitvA 2, nAnawam 2 ; nAnawitvA 2. [a] GawAdO ‘Rawa nfttO’ iti paWyate . BvAdAveva pUrvamapi evameva paWitam . atra GawAdipaWitasya DAtoH nftyaM, nfttaM cArTaH . padArTABinayo nftyam . aBinayaSUnyaH SAstroktANgaBaNgarUpaH gAtravikzepo nfttam; yatkArizu nartakavyapadeSaH prasidDaH . anayorarTayormittvaprayuktaM kAryaM Bavati . RopadeSatvamapyasminnevArTe . avaspandanarUpArTe tu mittvaM na . RopadeSakArikAyAm, ‘aRAwi’ iti dIrGaGawitanirdeSena, dIrGArhasya RopadeSatvaM pratiziDyate . kzIrasvAmI tu ‘natO’ iti paWitvA, ‘nawayati’ SAKAm’ ityudAhftya, ‘nftO tu nawati, nAwayati .’ ityuktavAn . ‘nfttO’ ityasya, nAwyamityarTo'Bimata iti vaktavyam; nfttanftyayostvarTayormitsaMjYAyAH sarvABimatatvAt . ‘nawa gatO’ ityanye paWanti . 1. nfttanftyayorarTayoH mittvAt RO parataH, ‘mitAM hrasvaH’ (6-4-92) ityupa - DAyA hrasvo Bavati . RopadeSatvAcca Ratvamapi Bavati . anyatra tu mittvaM , RopadeSatvaM ca na . ata eva Ryante sarvatra rUpadvayaM pradarSitam . 2. ‘aRAvakarmakAccittavatkartfkAt’ (1-3-88) iti RyantAt parasmEpadameva, na SAnac . 1. pacAdyaci gOrAdipAWAt (4-1-41) striyAM NIz . 2. ‘duraH zatvaRatvayorupasargatvapratizeDo vAcyaH’ (vA . 1-4-60) iti vacanAt RatvaM na . evaM RopadeSaDAtuzu sarvatra jYeyam . 3. ‘titutra—’ (7-2-9) itIRRizeDe, ‘zwunA zwuH’ (8-4-41) iti zwutvam . 4. ‘lyapi laGupUrvAt’ (6-4-56) iti RerayAdeSaH . 5. ‘ciRRamulordIrGo'nyatarasyAm’ (6-4-93) iti Ramulpare RO dIrGavikalpaH .
nawa	658	0611	(658) “nawa avaspandane” (X -curAdiH -1545. aka . sew . uBa .) ayaM DAtuH na RopadeSaH . ‘RopadeSAstvanard nAw’ iti paryudAsAt . ataH, ‘upasargAdasamAse'pi—’ (8-4-14) iti RatvaM sopasarge na Bavati . ‘avasyandane’ ityeke . [Page0612+ 25] ‘nftO nawatyavaspande curAderRici nAwayet .’ ( Slo . 76) iti devaH . nAwakaH-wikA, ninAwayizakaH-zikA; nAwayitA-trI, ninAwayizitA-trI ; pranAwayan-ntI, ninAwayizan-ntI; nAwayizyan-ntI-tI, ninAwayizizyan - ntI-tI; nAwayamAnaH, ninAwayizamARaH; nAwayizyamARaH, ninAwayizizyamARaH ; nAq-nAq-nAwO-nAwaH; nAwitam - A taH, ninAwayizitaH-tavAn ; nAwaH, ninAwayizuH; nAwayitavyam, ninAwayizitavyam; nAwanIyam , ninAwayizaRIyam; nAwyam, ninAwayizyam; IzannAwaH - 1 durnAwaH , sunAwaH; nAwyamAnaH, ninAwayizyamARaH; nAwaH, ninAwayizaH ; nAwayitum, ninAwayizitum; nAwanA, ninAwayizA; nAwanam, ninAwayizaRam ; nAwayitvA, ninAwayizitvA; pranAwya, praninAwayizya; nAwam 2, nAwayitvA 2, ninAwayizam 2 ; ninAwayizitvA 2. A. ‘olaRqitAdrirapi jAlitadivyaDAmA nizpIqitAriranunAwitamartyaBAvaH .’ DA . kA . 3. 14. 1. ‘duraH zatvaRatvayorupasargatvapratizeDo vAcyaH’ (vA . 1-4-60) iti vacanAt RatvaM na Bavati .
Rada	659	0612	(659) “Rada avyakte Sabde” (I -BvAdiH -54. aka . sew . para .) ‘nadatyavyaktaSabdArTe, BAzArTe nAdayediti ..’ ( Slo . 110) iti devaH . nAdakaH-dikA, nAdakaH-dikA, ninadizakaH-zikA, nAnadakaH-dikA ; naditA-trI, nAdayitA-trI, ninadizitA-trI, nAnaditA-trI ; 2 praRinadan B -ntI, nAdayan-ntI, ninadizan-ntI; - - nadizyan-ntI-tI, nAdayizyan-ntI-tI, ninadizizyan-ntI-tI; - - — nAdayamAnaH, nAdayizyamARaH, nAnadyamAnaH, nAnadizyamARaH ; praRat-praRad-praRadO-praRadaH; — — - - naditaH - 3 praRaditaH - C tam, nAditaH, ninadizitaH, nAnaditaH-tavAn ; [Page0613+ 24] nadaH - 1 nadI , 2 kalahaMsanAdinI , A amBodanAdI-KaranAdI, arRavaDIranAdinI , B naditavyam, nAdayitavyam, ninadizitavyam, nAnaditavyam ; nadanIyam, nAdanIyam, ninadizaRIyam, nAnadanIyam ; nAdyam, nAdyam, ninadizyam, nAnadyam ; IzannadaH-durnadaH-sunadaH; — - - nadyamAnaH, nAdyamAnaH, ninadizyamARaH, nAnadyamAnaH ; nAdaH , 3 ninadaH - C ninAdaH, nAdaH, ninadizaH, nAnadaH ; naditum, nAdayitum, ninadizitum, nAnaditum ; nattiH, nAdanA, ninadizA, nAnadA ; nAdaH, nAdaH, ninadizuH, nAnadaH ; nadanam, nAdanam, ninadizaRam, nAnadanam ; naditvA, nAdayitvA, ninadizitvA, nAnaditvA ; praRadya, praRAdya, praRinadizya, praRAnadya ; 4 siMhanAdaM vinadya , nAdam 2, naditvA 2, nAdam 2, nAdayitvA 2, ninadizam 2, ninadizitvA 2, nAnadam 2 ; nAnaditvA 2. 5 nadanuH , [Page0614+ 25] 2. ‘nergadanada—’ (8-4-17) iti upasargasTAnnimittAt parasya nernityaM Ratvam . B. ‘praRyagAdIt praRiGnantaM GanaH praRinadanniva .’ Ba . kA . 9. 99. 3. ‘upasargAdasamAse'pi RopadeSasya’ (8-4-14) iti Ratvam . C. ‘nipapAta samBramaBftaH SravaRAdasitaBruvaH praRaditAlikulam .’ Si . va . 9. 71. 1. pacAdizu (3-1-134) nadaw iti pAWAt wittvam . tena striyAM NIp . 2. ‘kartaryupamAne’ (3-2-79) iti RiniH . kalahaMsa iva nadatIti kalahaMsanAdinI . evaM amBodanAdI, KaranAdI ityatrApi jYeyam . A. ‘payo'vagAQuM kalahaMsanAdinI samAjuhAveva vaDUH surApagA ..’ kirAtArjunIye 8. 27. B. ‘tataH prakozWe haricandanANkite pramaTyamAnArRavaDIranAdinIm .’ raGuvaMSe 3. 59. 3. ‘nO gadanadapaWasvanaH’ (3-3-64) iti nipUrvakAt abvikalpaH . pakze GaY . C. ‘SrutvA visPUrjaTupraKyaM ninAdaM paridevinI .’ Ba . kA . 5. 53. 4. ‘upamAne karmaRi ca’ (3-4-45) iti RamulpratyayaH . ‘kazAdizu yaTAviDyanu - prayogaH’ (3-4-46) iti pUrvaprayuktasyEva DAtorRamulprayojakasyAnuprayogaH . 5. ‘canuk nadeSca’ (da . u . 1-139) iti canukpratyaye rUpam . nadanuH = meGaH .
Rada	660	0614	(660) “Rada BAzArTaH” (X -curAdiH -1779. saka . sew . uBa .) AsvadIyaH . ‘nadatyavktaSabdArTe, BAzArTe nAdayediti ..’ ( Slo . 110) iti devaH . nAdakaH-dikA, ninAdayizakaH-zikA, nAdayitA-trI, ninAdayizitA-trI ; A nAdayan-ntI, ityAdIni sarvARyapi rUpARi avaspandanArTakanawa (658) DAtuvat jYeyAni . A. ‘aloci cAnyEH samare'tra kazwatAmalokayan duzyati nAdayannapi .’ DA . kA . 3. 45.
RaBa	661	0614	(661) “RaBa hiMsAyAm” (I -BvAdiH -752. saka . sew . Atma .) ‘naByennaBnAti naBate hiMsAyAM tattuBeH samam .’ ( Slo . 145) iti devaH . ‘RaBirayamaBAve'pi vartate . ‘naBantAmanyake same’ ityatra, ‘mA BUvan anyake sarve’ iti niruktam (5-23) .’ iti mA . DA . vfttiH . nABakaH-BikA, nABakaH-BikA, ninaBizakaH-zikA, nAnaBakaH-BikA ; naBitA-trI, nABayitA-trI, ninaBizitA-trI, nAnaBitA-trI ; — nABayan-ntI, nABayizyan-ntI-tI; - - naBamAnaH , 1 praRinaBamAnaH-praninaBamAnaH , 2 praRaBamAnaH, nABayamAnaH, ninaBizamARaH, nAnaByamAnaH ; naBizyamARaH, nABayizyamARaH, ninaBizizyamARaH, nAnaBizyamARaH ; praRap-praRab-praRaBO-praRaBaH; — - - naBitaH-tam, nABitaH, ninaBizitaH, nAnaBitaH-tavAn ; naBaH, nABaH, ninaBizuH, nAnaBaH ; naBitavyam, nABayitavyam, ninaBizitavyam, nAnaBitavyam ; naBanIyam, nABanIyam, ninaBizaRIyam, nAnaBanIyam ; 3 naByam B , nAByam, ninaBizyam, nAnaByam ; IzannaBaH-durnaBaH-sunaBaH; — - - [Page0615+ 22] naByamAnaH, nAByamAnaH, ninaBizyamARaH, nAnaByamAnaH ; nABaH, nABaH, ninaBizaH, nAnaBaH ; naBitum, nABayitum, ninaBizitum, nAnaBitum ; 1 nabDiH, nABanA, ninaBizA, nAnaBA ; naBanam, nABanam, ninaBizaRam, nAnaBanam ; naBitvA, nABayitvA, ninaBizitvA, nAnaBitvA ; praRaBya, praRABya, praRinaBizya, praRAnaBya ; nABam 2, naBitvA 2, nABam 2, nABiyitvA 2, ninaBizam 2, ninaBizitvA 2, nAnaBam 2 ; nAnaBitvA 2. 1. ‘Seze viBAzA'kaKAdAvazAnta upadeSe’ (8-4-18) iti RatvavikalpaH . 2. ‘upasargAdasamAse'pi RopadeSasya’ (8-4-14) iti nityaM Ratvam . 3. ‘poradupaDAt’ (3-1-98) iti yat . B. ‘anaByasantoBakakaMsajIvasraMsAya pApaDvadayaM pratasTe ..’ DA . kA . 2. 2. 1. ‘JazastaTorDo'DaH’ (8-2-40) iti Datvam . BakArasya jaStvam .
RaBa	662	0615	(662) “RaBa hiMsAyAm” (IV -divAdiH -1240. saka . sew . para .) ‘naByennaBnAti naBate hiMsAyAM tattuBeH samam .’ ( Slo . 145) iti devaH . nABakaH-BikA, nABakaH-BikA, ninaBizakaH-zikA, nAnaBakaH-BikA ; ityAdIni sarvARyapi rUpARi BOvAdikaRaBa (661) DAtuvad UhyAni . asya divAdO pAWAt parasmEpaditvAcca Satari naByan-ntI, naBizyan-ntI-tI, ityA - dIni rUpARi Bavanti, iti viSezaH . A naByam . A. ‘naByAn tuBya viBo jayeti nuvate klidyan pramedyadrujaM kzvidyan fdDimagfDnave'pi sa vimfSyAkzIyamARAM dadO ..’ DA . kA . 2. 67.
RaBa	663	0615	(663) “RaBa hiMsAyAm” (IX -kryAdiH -1520. saka . sew . para .) ‘naByennaBnAti naBateH hiMsAyAM tattuBeH samam .’ ( Slo . 145) iti devaH . nABakaH-BikA, nABakaH-BikA, ninaBizakaH-zikA, nAnaBakaH-BikA ; ityAdIni sarvARyapi rUpARi BOvAdikaRaBativat (661) jYeyAni . asya DAtoH kryAdO parasmEpadizu pAWAt Satari-naBnan-tI, naBizyan-ntI-tI ; iti rUpARi, iti viSezaH .
